Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Point Count Station,Wind Conditions,Precipitation,Start of Point Count  (24 hour clock),End of Point Count (24-hr clock),Common Name,Scientific Name,Taxonomic Resolution,Unique Taxonomic Identification Number,Time First Detected (seconds),Interval 1 (0-200 seconds),Interval 2 (201-400 seconds),Interval 3 (401-600 seconds),Behaviour,Tally,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,1,0,None,5:30,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,1,0,None,5:30,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,540,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,1,0,None,5:30,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,0,1,1,0,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,1,0,None,5:30,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,80,1,0,0,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,1,0,None,5:30,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,100,1,0,0,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,10,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,150,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,180,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,40,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,30,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,320,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,140,1,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,20,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,60,1,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,60,1,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,110,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Black Tern,Chlidonias niger,Species,176959,100,1,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Black Tern,Chlidonias niger,Species,176959,70,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Gray Jay,Perisoreus canadensis,Species,179667,280,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Loon,Gavia immer,Species,174469,110,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Raven,Corvus corax,Species,179725,500,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,30,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,80,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Raven,Corvus corax,Species,179725,100,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Bonaparte'S Gull,Larus philadelphia,Species,176839,190,1,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Sandhill Crane,Grus canadensis,Species,176177,590,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Sandhill Crane,Grus canadensis,Species,176177,590,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Chipping Sparrow,Spizella passerina,Species,179435,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Snipe,Gallinago gallinago,Species,176700,0,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,2,0,None,5:58,DNC,Common Snipe,Gallinago gallinago,Species,176700,270,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Chipping Sparrow,Spizella passerina,Species,179435,390,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Chipping Sparrow,Spizella passerina,Species,179435,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,350,0,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Bonaparte'S Gull,Larus philadelphia,Species,176839,350,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,40,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Common Raven,Corvus corax,Species,179725,360,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Bonaparte'S Gull,Larus philadelphia,Species,176839,350,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Palm Warbler,Dendroica palmarum,Species,178921,200,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Palm Warbler,Dendroica palmarum,Species,178921,50,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Solitary Sandpiper,Tringa solitaria,Species,176615,100,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,VNA,VNA,VNA,SNI,120,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,VNA,VNA,VNA,SNI,120,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,90,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,480,0,0,1,Alarm Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,300,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,290,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,30,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,20,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,20,1,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,0,1,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,210,0,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,3,0,None,5:18,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,160,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,530,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,280,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Olive-sided Flycatcher,Contopus cooperi,Species,554221,530,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,30,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,230,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,60,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,70,1,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,190,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,0,1,0,0,Alarm Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Palm Warbler,Dendroica palmarum,Species,178921,100,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Palm Warbler,Dendroica palmarum,Species,178921,20,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Palm Warbler,Dendroica palmarum,Species,178921,450,0,0,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,20,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,140,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,120,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Common Raven,Corvus corax,Species,179725,90,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Bonaparte'S Gull,Larus philadelphia,Species,176839,410,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,510,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,10,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,4,0,None,6:38,DNC,Chipping Sparrow,Spizella passerina,Species,179435,490,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Common Raven,Corvus corax,Species,179725,280,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,20,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,130,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,160,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,White-winged Crossbill,Loxia leucoptera,Species,179268,380,0,1,0,Fly Over,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Gray Jay,Perisoreus canadensis,Species,179667,270,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Palm Warbler,Dendroica palmarum,Species,178921,50,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Palm Warbler,Dendroica palmarum,Species,178921,0,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,200,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,210,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,5,0,None,7:00,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,0,1,0,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Olive-sided Flycatcher,Contopus cooperi,Species,554221,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,110,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Hermit Thrush,Catharus guttatus,Species,179779,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Hermit Thrush,Catharus guttatus,Species,179779,210,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Hermit Thrush,Catharus guttatus,Species,179779,500,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Canada Goose,Branta canadensis,Species,174999,530,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Canada Goose,Branta canadensis,Species,174999,540,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Pileated Woodpecker,Dryocopus pileatus,Species,178166,290,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Blue-headed (solitary) Vireo,Vireo solitarius,Species,179010,0,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,6,0,None,7:22,DNC,Blue-headed (solitary) Vireo,Vireo solitarius,Species,179010,150,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,0,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Gray Jay,Perisoreus canadensis,Species,179667,70,1,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Gray Jay,Perisoreus canadensis,Species,179667,130,1,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,VNA,VNA,VNA,SNI,110,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,590,0,0,1,Alarm Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Olive-sided Flycatcher,Contopus cooperi,Species,554221,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,7,0,None,7:48,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,360,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,50,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Olive-sided Flycatcher,Contopus cooperi,Species,554221,90,1,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Greater Yellowlegs,Tringa melanoleuca,Species,176619,30,1,0,0,Alarm Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Gray Jay,Perisoreus canadensis,Species,179667,250,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,VNA,VNA,VNA,SNI,240,0,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Hermit Thrush,Catharus guttatus,Species,179779,350,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Common Raven,Corvus corax,Species,179725,30,1,0,0,Fly Over,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,310,0,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Common Raven,Corvus corax,Species,179725,120,1,1,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Chipping Sparrow,Spizella passerina,Species,179435,160,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,8,0,None,8:10,DNC,Chipping Sparrow,Spizella passerina,Species,179435,60,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Chipping Sparrow,Spizella passerina,Species,179435,80,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,210,0,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Common Raven,Corvus corax,Species,179725,390,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Common Raven,Corvus corax,Species,179725,490,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,480,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Gray Jay,Perisoreus canadensis,Species,179667,20,1,0,0,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,310,0,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,40,1,1,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,70,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,10,1,1,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,320,0,1,0,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Western Tanager,Piranga ludoviciana,Species,179882,500,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,440,0,0,1,Calling,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,560,0,0,1,Singing,VNA,
Rotation 1,358,2007,03-Jun-07,TLU,1-Nov-07,TH,9,2,None,8:32,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,60,1,1,0,Singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,10,1,1,1,Counter-singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,140,1,1,1,Singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Western Tanager,Piranga ludoviciana,Species,179882,0,1,1,1,Singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Winter Wren,Troglodytes troglodytes,Species,178547,270,0,1,0,Singing,VNA,
Rotation 1,359,2007,16-Jun-07,CLS,1-Nov-07,TH,1,0,None,4:24,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,30,1,1,1,Counter-singing,VNA,
